Consignee_Name,Location,LinkedIn URL,LinkedIn Connected People,Company Website,Phone Numbers,Email
PT Amrach Indo Overseas, Indonesia,,"https://www.volza.com/company-profile/pt-amrach-indo-overseas-89723161/, https://www.tradeatlas.com/en/firms/pt-amrach-indo-overseas/e1a5a66ad23ce8da, https://www.volza.com/company-profile/pt-amrach-indo-overseas-kirana-two-85662423/, https://www.volza.com/company-profile/pt-amrach-indo-overseas-64013394/, https://www.volza.com/company-profile/pt-amrach-indo-overseas-20105964/, https://www.eximpedia.app/companies/pt-amrach-indo-overseas/76359371, https://www.eximpedia.app/companies/pt-amrach-indo-overseas/45477184, https://www.trademo.com/companies/pt-amrach-indo-overseas-kirana-two/40673683, https://www.eximpedia.app/products/cut-mango-pickle-import-export-data, https://www.eximpedia.app/products/ribbon-pakoda-import-export-data",https://en.52wmb.com/buyer/78319349,"7033735, 09109929, 09109100, 8752670, 09109929
107, 15121910, 21069099
370, +8616621075894, 20019000, 19041090, 2010-2025, 17019990, 21061000, 19059040, 11010000",
FOOD SOLUTION ENGLAND LTD, United Kingdom,https://uk.linkedin.com/company/waste-food-solutions-limited,"https://uk.linkedin.com/company/ingredients-uk-limited, https://uk.linkedin.com/in/janet-wright-b4550112, https://uk.linkedin.com/in/john-kenneth-ihemedu-a4957b39, https://uk.linkedin.com/in/jonathan-davies-44645a52, https://uk.linkedin.com/in/ray-waller-9823932b, https://uk.linkedin.com/in/malcolm-law-4894aa24, https://uk.linkedin.com/in/david-wolf-fifst-1891a319, https://uk.linkedin.com/in/mark-tuson-57493013, https://uk.linkedin.com/in/felipe-solano-272021a3, https://uk.linkedin.com/in/paul-rhodes-83169284, https://www.dssmith.com/",https://www.totalfoodsolutions.org/,+44 (0) 7478800714,hello@totalfoodsolutions.org
Sabina Enterprise, Bangladesh,https://www.linkedin.com/company/proggasoft,"https://www.tradeatlas.com/en/firms/sabina-enterprise/04bc68285c3cecfd, https://et.linkedin.com/in/sabina-nforba, https://uk.linkedin.com/in/sabina-yeasmin-27032214b, https://aaronbarnettfoundation.org/team/board-member/sabina.i, https://www.dla.mil/Portals/104/Documents/Headquarters/History/2014AnnualHistory.pdf, https://apps.who.int/iris/bitstream/handle/10665/208214/9789290617051_eng.pdf, https://www.nature.com/srep/about/editors, https://www.bestbuddies.org/staff-directory/, https://projects.propublica.org/nonprofits/organizations/463384976/202212389349300421/full, http://directory.iub.edu.bd/staffs/477",https://www.sabinaenterprises.com/molds,,
GECO INTERNATIONAL LTD, United Kingdom,https://uk.linkedin.com/company/majtechnologies.com,"https://gecointl.co.uk/, https://uk.linkedin.com/in/george-john-b24171a0, https://gecointl.co.uk/about.html, https://uk.linkedin.com/in/george-john-315a087a, https://in.linkedin.com/in/greg-carter-647b713?trk=org-employees_profile-result-card_result-card_full-click, https://newyorkconvention1958.org/index.php?lvl=authperso_see&id=44, https://www.nishithdesai.com/Content/document/pdf/Articles/Demystifying_Public_Policy.pdf, https://natlawreview.com/article/demystifying-public-policy-to-enable-enforcement-foreign-awards-indian-perspective, https://aphrc.org/project/global-effort-on-covid-19-geco-healthcare-and-socio-economic-impacts-of-covid-19-on-patients-with-diabetes-in-kenya-and-tanzania/, https://investors.bakerhughes.com/static-files/361f7663-7d69-44e5-bca5-eaacb53740c8",https://geco-trade.com/,+91-22-42100900,info@geco-trade.com
ES FOOD INDUSTRIES SDN BHD, Malaysia,https://es.linkedin.com/company/khawtaifood,"https://my.linkedin.com/in/%E7%A6%8F%E4%BB%81-%E5%91%82-89563b132, https://www.volza.com/company-profile/es-food-industries-sdn-bhd-406194-a-157680/, https://my.linkedin.com/in/ng-chi-hong-55073a173, https://www.mccain.com/, https://www.worldbank.org/en/projects-operations/procurement/debarred-firms, https://www.gradiant.com/, https://www.bp.com/, https://www.gocivilairpatrol.com/, https://www.imf.org/en/Home, https://en.wikipedia.org/wiki/7-Eleven",https://www.esfood.com.my/index.php?route=information/information&information_id=4,,
SMART FOOD TRADING LLC, United Arab Emirates,https://www.linkedin.com/company/smart-pharma-trading-l-l-c,"https://ae.linkedin.com/in/govindk100, https://in.linkedin.com/in/sanju-mammen-5109a3171, https://www.volza.com/company-profile/smart-food-trading-llc-80483259/, https://ae.linkedin.com/in/anil-k-joy-0a82aa33, https://www.tradeatlas.com/en/firms/smart-food-trading-llc/2e5ecfd0e31f9909, https://www.acquisition.gov/far/subpart-31.2, https://corporate.ford.com/content/dam/corporate/us/en-us/documents/reports/2023-integrated-sustainability-and-financial-report.pdf, https://www.komen.org/about-komen/our-people/, https://www.volza.com/company-profile/smart-food-trading-llc-19401540, https://comptroller.defense.gov/Portals/45/Documents/defbudget/FY2025/FY2025_Budget_Request_Overview_Book.pdf",https://smartfood.ae/,,
MZ Holdings Ltd, New Zealand,https://gr.linkedin.com/company/mz-holding,"https://mzholdings.co.nz/, https://nz.linkedin.com/in/gaurav-tokarkar-3710686a, https://companies-register.companiesoffice.govt.nz/, https://mzholdings.co.nz/testimonials, https://www.linkedin.com/company/mz-holding-ltd, https://nz.linkedin.com/in/grant-mcbeath-1b569915, https://companies-register.companiesoffice.govt.nz/help-centre/shares-and-shareholders/, https://www7.austlii.edu.au/nz/journals/NZLawStuJl/2015/10.rtf, https://gazette.govt.nz/notice/id/2024-ds2733, https://www.companiesoffice.govt.nz/",,,
MAJESTIC STORES TRADING CO, Saudi Arabia,https://lv.linkedin.com/company/alharamain?trk=similar-companies_org_title,"https://majesticstores.com.sa/about-us/, https://majesticstores.com.sa/our-core-strength/, https://majesticstores.com.sa/our-brands-partners/, https://majestic.fabsquadmedia.com/about-us/, https://wnpa.org/, https://www.majesticrealty.com/downloads/SOQ_LO.pdf, https://www.tradeatlas.com/en/firms/majestic-stores-trading-co/ed76b9816ed1d873, https://majestic.fabsquadmedia.com/our-core-strength/, https://www.eximpedia.app/products/ctn-chilly-powder-import-export-data, https://www.eximpedia.app/companies/majestic-stores-trading-co/50603552",https://majestic.fabsquadmedia.com/about-us/,,
P B Foods Ltd, United Kingdom,https://www.linkedin.com/company/production-bureau-ltd,"https://in.linkedin.com/company/pb-globals, https://uk.linkedin.com/in/chandra-patel-00b79b46, https://uk.linkedin.com/company/p.-&-b.-foods-limited, https://uk.linkedin.com/in/atul-jain-14006128, https://uk.linkedin.com/in/indie-bhatoa-a0115935, https://uk.linkedin.com/in/paul-bialkowski-b8337825, https://www.heerafoods.com/about/history/, https://www.bp.com/, https://www.morganstanley.com/content/dam/msdotcom/en/indiaofferdocuments/pdfs/PB_Fintech_Limited_Draft_Red_Herring_Prospectus.pdf, https://iffco.com/contact-us/, https://www.unswlawjournal.unsw.edu.au/wp-content/uploads/2021/06/Issue-442-PDF-1-Handler.pdf",https://www.ife.co.uk/exhibitors/pb-foods-ltd-home-of-the-heera-brand,,
SUNDINE PRODUCE INC, Canada,https://ca.linkedin.com/company/sundine-produce,"https://ca.linkedin.com/company/indicate-immigration-consultancy-inc, https://ca.linkedin.com/in/danvaraday, https://ca.linkedin.com/in/sreedhar-mundluru-537568168, https://www.dnb.com/business-directory/company-profiles.sundine_produce_inc.628bffaa68ffb8d2bcf23e75a62b329a.html, https://ca.linkedin.com/in/gunasekaran-thangavel-260448198, https://ca.linkedin.com/company/sundine-produce, http://www.eximpedia.app/companies/sundine-produce-inc/96733148, https://www.zoominfo.com/c/sundine-produce-inc/409754853, https://www.zoominfo.com/p/Dan-Varaday/1931766225, https://www.zoominfo.com/pic/sundine-produce-inc/409754853, https://ised-isde.canada.ca/site/canadian-importers-database/sites/default/files/attachments/MajorImportersbyHS62014.csv",,,
CANDY DELIGHTS LIMITED, Sri Lanka,https://sg.linkedin.com/company/perfetti-van-melle?trk=public_profile_topcard_current_company,"https://in.linkedin.com/company/internetentry, https://www.ebcreasy.com/index.php/creasy-foods-ltd/, https://lk.linkedin.com/in/naveen-bopearatchy-880b7542, https://www.tradeatlas.com/en/firms/candy-delights-ltd/1029841c4d426478, https://cdn.cse.lk/cmt/upload_report_file/745_1724987509148.B%20Creasy%20&%20Co.%20PLC-%20Annual%20Report%202023-2024.pdf, https://lk.linkedin.com/in/sriharshini-sivathasan-260a2b194, https://nielsenmassey.com/about-us/, https://investors.monsterbevcorp.com/static-files/4634293b-bdda-43f8-9cc5-ddca58ecf08b, https://www.ebcreasy.com/files/5517/2767/8045/EBC-AnnuaL_Report_2023-2024_compressed.pdf, https://lk.linkedin.com/in/isuru-madusanka-a06908261, https://www.ecfr.gov/current/title-21/chapter-I/subchapter-B/part-101",https://www.ebcreasy.com/index.php/creasy-foods-ltd/,"+94 (11) 7 421 311, +94 (11) 2 478 775, +94 (11) 2 421 311, +94 (11) 4 766 000",
AGGRAWAL AG, Belgium,https://kr.linkedin.com/company/national-steel-&-agro-industries-ltd?trk=public_profile_experience-item_profile-section-card_subtitle-click,"https://co.linkedin.com/company/incofin-investment-management/?trk=organization-update_share-update_actor-image, https://ch.linkedin.com/company/ing?trk=public_profile_experience-item_profile-section-card_subtitle-click, https://in.linkedin.com/in/dhr00v, https://www.linkedin.com/in/vikramagrawal5, https://ca.linkedin.com/in/atul-aggarwal-a608b63, https://be.linkedin.com/in/pankaj-awl, https://se.linkedin.com/in/vinay-aggarwal-pmp-35a92b68, https://ch.linkedin.com/company/aggarwal-ag, https://in.linkedin.com/in/navin-agarwal-42255b7b, https://en.wikipedia.org/wiki/Central_Warehousing_Corporation, https://id.linkedin.com/in/syaggarw, https://www.sec.gov/Archives/edgar/data/1974044/000000000023007080/filename1.pdf",https://www.amitaggarwal.com/,,
SUNDINE PRODUCE INC, Canada,https://ca.linkedin.com/company/sundine-produce,"https://ca.linkedin.com/company/indicate-immigration-consultancy-inc, https://ca.linkedin.com/in/danvaraday, https://ca.linkedin.com/in/sreedhar-mundluru-537568168, https://www.dnb.com/business-directory/company-profiles.sundine_produce_inc.628bffaa68ffb8d2bcf23e75a62b329a.html, https://ca.linkedin.com/in/gunasekaran-thangavel-260448198, https://ca.linkedin.com/company/sundine-produce, http://www.eximpedia.app/companies/sundine-produce-inc/96733148, https://www.zoominfo.com/c/sundine-produce-inc/409754853, https://www.zoominfo.com/p/Dan-Varaday/1931766225, https://www.thetradevision.com/global/kashmiri-food-hs-code-090422-buyers-in-canada, https://www.zoominfo.com/pic/sundine-produce-inc/409754853",https://sundineproduce.com/contact/,,sundine@sundineproduce.com
SSR Tradings Pte Ltd, Singapore,https://ca.linkedin.com/company/wecopytradefintech,"https://recordowl.com/company/ssr-tradings-pte-ltd, https://www.tradeatlas.com/en/firms/ssr-tradings-pte-ltd/b53a6bb5d3476547, https://www.sgpbusiness.com/company/Ssr-Tradings-Pte-Ltd, https://www.elitigation.sg/gd/s/2021_SGHC_293, https://uk.linkedin.com/in/saukar-rawat-41b64456, https://www.volza.com/company-profile/ssr-trading-pte-ltd-19928602/, https://www.usace.army.mil/Portals/2/docs/Small%20Business/Subcontracting/SBA%20SBLO%20Handbook.pdf, https://sg.linkedin.com/jobs/view/head-of-sales-singapore-based-at-icc-academy-3821017826, https://www.acquisition.gov/far/part-52, https://www.trademo.com/companies/ssr-trading-pte-limited/40642347",https://ssrindiansnacks.com/index.php?route=information/contact,,
Desert Rose General Trading Co WLL, Kuwait,,"https://ae.linkedin.com/in/antony-pylee-445922281, https://www.tradeatlas.com/en/firms/desert-rose-general-trading-co-wll/44c9118436a856cd, https://www.trademo.com/companies/desert-rose-general-trading-company-wll/40666424, https://www.eximpedia.app/companies/desert-rose-general-trading-co-wll/40019733, https://my.linkedin.com/in/yusufabdrahman/zh-cn, https://www.covestro-offer.com/download/companies/ma4417/4417_1offer/CovestroAG_OfferDocument.pdf, https://www.ihcuae.com/photo/plugin/guidebook/2024/1709801482_file_1.pdf, https://www.volza.com/company-profile/desert-rose-general-trading-co-18177173, https://www.inpex.com/assets/documents/english/ir/library/integrated_report/00005957.pdf, https://www.bis.gov/ear/title-15/subtitle-b/chapter-vii/subchapter-c/part-744/supplement-no-4-part-744-entity-list",https://desertrose.qa/contact-us/,"+97455544549, +974 55544549","97455544549info@desertrose.qawww.desertrose.qa, info@desertrose.qa"
ELEGANCE FOODS SUPPLIES EU LTD, Ireland,https://www.linkedin.com/company/good-food-ireland/,"https://www.trademo.com/companies/elegance-food-supplies-eu-ltd/46697216, https://www.solocheck.ie/Irish-Company/Elegance-Food-Supplies-Eu-Limited-749032, https://www.tradeatlas.com/en/firms/elegance-foods-supplies-eu-ltd/d29499f0f47da362, https://elegancefoodsukltdworldwide.uk/, https://cdn.ferrari.com/cms/network/media/pdf/Ferrari-2023-annual-report-april-17-2024.pdf, https://investors.bostonscientific.com/~/media/Files/B/Boston-Scientific-IR-V3/annual-reports-proxy-statements/2024/BSX_2023_Annual_Report.pdf, https://sustainability.ferragamo.com/resource/blob/887206/e33285df62d1e6dc58a890015dcd79e4/ferragamo-eng-2023-singlepg-data.pdf, https://static.inditex.com/annual_report_2023/en/Statement%20of%20Non-Finantial%20Information%202023.pdf, https://faculty.wcas.northwestern.edu/jmokyr/castronovo.pdf, https://hansard.parliament.uk/Lords/2024-10-08/debates/90B79649-7D3C-49AB-A82F-B0DA74985428/ProductRegulationAndMetrologyBill",https://elegancefoodsukltdworldwide.uk/contact/,,
GODREJ HOUSEHOLD PRODUCTS LANKA PV T LIMITED, Sri Lanka,https://lk.linkedin.com/company/godrej-sri-lanka,"https://in.linkedin.com/company/mcnroe-consumer-products-pvt-ltd, https://www.godrejsrilanka.com/know-us/srilanka-leadership-team, https://lk.linkedin.com/company/godrej-sri-lanka, https://www.godrejsrilanka.com/, https://www.godrejsrilanka.com/contact-us, https://www.srilankabusiness.com/exporters-directory/company-profiles/godrej-household-products-lanka-pvt-ltd/, https://www.linkedin.com/posts/godrej-sri-lanka_a-memorable-visit-to-sri-lanka-by-the-global-activity-7235897645003632640-AqLw, https://www.godrejsrilanka.com/people, https://www.godrejsrilanka.com/know-us, https://lk.linkedin.com/in/nethmini-silva-a1706b2b7, https://www.godrejcp.com/public/uploads/financial_presentation/GCPL_QuarterlyReports_Q3FY1819.pdf",https://www.godrejsrilanka.com/contact-us,+94 11 4324 970,
Mountain Valley Springs UK Privat Elimited,  United Kingdom,https://uk.linkedin.com/company/privadia,"https://www.eximpedia.app/companies/mountain-valley-springs-uk-private/77960688, https://www.tradeatlas.com/en/firms/mountain-valley-springs-u-k-private-limited/a47662a824efbc31, https://www.eximpedia.app/companies/mountain-valley-springs-u-k-private/41925553, https://www.eximpedia.app/companies/mountain-valley-springs-u-k/47180539, https://www.goodwill.org/, https://www.dowlais.com/files/investors/reports/2024/annual-report-2024/Dowlais-Annual-Report-2023.pdf, https://www.guidestar.org/search, https://home.treasury.gov/system/files/136/2024-National-Money-Laundering-Risk-Assessment.pdf, https://www.primowatercorp.com/wp-content/uploads/2024/11/Primo-Water-Corporation-Annual-Report-2020.pdf",https://www.indiafilings.com/search/mountain-valley-springs-india-private-limited-cin-u24246dl2003ptc120118,,
MS MAXWELL DISTRIBUTORS PTY LIMITED, Australia,https://www.linkedin.com/company/dllgroup,"https://www.trademo.com/companies/ms-maxwell-distributors-pty-ltd/44930129, https://au.linkedin.com/in/eddy-gadban-b58a48298, https://www.volza.com/company-profile/ms-maxwell-distributors-pty-limited-88269936/, https://za.linkedin.com/in/nick-emanuel-2b9bb2171, https://www.aph.gov.au/DocumentStore.ashx?id=a09bceea-c3ed-47c4-94b0-4562b1352f5c&subId=717127, https://www.santos.com/wp-content/uploads/2020/02/2018-annual-report.pdf, https://supremecourt.nt.gov.au/__data/assets/pdf_file/0004/780970/1995-NTSC-41-Softwood-Plantations-Pty-Ltd,-Re-24-Mar-1995-Martin-CJ.pdf, https://ng.linkedin.com/in/maxwell-john-52735680, https://www.acerislaw.com/wp-content/uploads/2023/06/2006.12_20_-_Comandate_Marine_Corp_v_Pan_Australia_Shipping_Pty_Ltd_2006_FCAFC_192.pdf, https://www.sec.gov/Archives/edgar/vprr/0602/06020768.pdf",https://www.governmentgazette.sa.gov.au/2022/september/2022_068.pdf,,
Dhillon Group of Companies Ltd, Hong Kong,https://hk.linkedin.com/company/dhillon-group-of-companies-limited,"https://hk.linkedin.com/company/dhillon-group-of-companies-limited, https://hk.linkedin.com/in/dhillon-harjit-singh-34743a197, https://dhillon.group/management/, https://hk.linkedin.com/in/harjit-singh-dhillon-248159225, https://panjiva.com/Dhillon-Group-Of-Companies-Ltd/59916557, https://www.dhillongroup.com/, https://freshdi.com/supplier/Dhillon-Group-Of-Companies-Limited-EbmUuB, https://en.wikipedia.org/wiki/Hindustan_Unilever, https://www.trademo.com/companies/dhillon-group-of-companies-limited/37757956, https://sg.linkedin.com/in/christina-lee-27802220",https://www.dhillongroup.com/about.html,"+91-172-2742783, +91-172-2740059, 2742628","91-172-2742783mail@dhillongroup.com, mail@dhillongroup.com"
HAKSAYA ENTERPRISE SDN BHD, Malaysia,,"https://my.linkedin.com/in/rajakumar-somasundaram-b3381380, https://www.emis.com/php/company-profile/MY/Haksaya_Enterprise_Sdn_Bhd_en_4315355.html, https://www.tradeatlas.com/en/firms/haksaya-enterprises-sdn-bhd/8c2f793d48cd42ff, https://www.volza.com/company-profile/haksaya-enterprise-sdn-bhd-78818753, https://buy.experian.com.my/index.php/search/Malaysia-Company/858570/HAKSAYA-ENTERPRISE-SDN.-BHD., https://my.linkedin.com/in/isma-alif-24102574, https://www.trademo.com/companies/haksaya-enterprise-sdn-bhd/48055739, https://www.thetradevision.com/global/himalayan-salt-buyers-in-malaysia, https://www.eximpedia.app/companies/haksaya-enterprises-sdn-bhd/05883422, https://www.trademo.com/companies/haksaya-enterprise-sdn-bhd/34323295",https://en.52wmb.com/buyer/35379444,"09019020, 19059040
237, 17011410
145, 19041020, 7851520, 9141547, 04059020, 9674222, 17049020
104, 15162091, 21069099
190, +8616621075894, 11029090, 08013220, 17011410, 17029090
794, 2010-2025, 17049020, 25010010",
Qaisar Foodstuff Co, Kuwait,https://www.linkedin.com/company/hussain-and-qaisar-international-ltd-co,"https://www.eximpedia.app/companies/qaisar-foodstuff-co/79240248, https://kw.linkedin.com/in/hassan-iqbal-merchant-9621812a, https://www.hussain-qaisar.com/, https://www.tradeatlas.com/en/firms/qaisar-foodstuff-co/19411db9e286031b, https://ae.linkedin.com/in/qaisar-abbas-khan-387a6868, https://www.eximpedia.app/companies/qaisar-foodstuffs-co/30085701, https://www.trademo.com/companies/qaisar-foodstuff-co/31633355, https://www.dodsbirsttr.mil/submissions/api/public/download?uploadId=MTQyNDc4OQ==&showOnWeb=true&fileName=Army_SBIR_244_R19.pdf, https://www.degruyter.com/document/doi/10.1515/9783110677744/epub?srsltid=AfmBOooCk82hv_g9TyWHOuR71uN35OqLxpUsEBopGaUujWcAKvLDT5yH",https://hussain-qaisar.com/contacts/,"+965 24921244, 24831045, 24842781, 24842701",oldman@hussain-qaisar.com
Riata Foods UK, United Kingdom,https://uk.linkedin.com/company/north-star-spirits,"https://www.sec.gov/Archives/edgar/data/1619762/000161976225000007/igt-20241231.htm, https://www.veracyte.com/terms-of-sale/, https://www.corpuschristitx.gov/media/jbooagdj/fy25-adopted-cip.pdf, https://investor.veracyte.com/static-files/cf49fc0b-f043-4a6d-bf30-35fb846df5c9, https://investor.veracyte.com/static-files/a54f6ddb-f4e2-4513-a540-1d08b017773d, https://www.sec.gov/Archives/edgar/data/1760764/000121390022004394/ea154535-f1_gmedicalinno.htm, https://www.foodprotection.org/upl/downloads/library/iafp-2024-program-book.pdf, https://uk.linkedin.com/in/dani-thomas-72b10241, https://www.greateroklahomacity.com/news/, https://s28.q4cdn.com/582179329/files/doc_financials/2023/ar/igt-12-31-23-20f-doc-5.pdf",https://www.novozymes.com/en/about-us/our-subsidaries,"+852 2846 1061, 9613545, 91203-2336, 83420-000, +45 44460000, +45 4446 0000, 23060-6802, +34.91.504.6677, +41 796955338, +52 55 5318 9680, +1 613 482 8880
300, +1 540 389-9361, +86 24 2581 3137, 83707-660, +91 22 6266 9600, +86 10 6298 7888, +91 80 3059 3500, +1 530 757-8100, +54 23 0 449 6100, +55 41 3641 1000, +90 216 373 3000, +1 402 426-5518, +82-2-795-0882, +27 11 656 4200, +60 3 8991 8688, +1 530 757-4721, +1 630 699-4311, +81 43 296 6767, +55 41 3672 1292, +1 306 657 8200
3935, +49 30 46307-200, +86 22 2532 2063, +1 919 494-3000, +61 2 9630 8466, +86 512 5321 1506, +86 022 2532 2062, +91 26 6726 2020
141, 65 6236 3333",infonztr@novozymes.com
Spicy World Rudra Group Merchant Ltd, Australia,,"https://www.linkedin.com/in/ethan-lux-64b0ba15a, https://www.restfinance.com/app/pdf/fdd/Wingstop-2023.pdf, https://pmc.ncbi.nlm.nih.gov/articles/PMC9875827/, https://www.trademo.com/companies/shri-balaji-trademart-india-pvt-ltd/31570075, https://www.olamgroup.com/content/dam/olamgroup/files/uploads/2014/01/finance_2july2008.pdf, https://www.annualreports.com/HostedData/AnnualReportArchive/w/NYSE_WIT_2019.pdf, https://whc.unesco.org/en/list/&search=&description=1&order=property, https://www.axiscapital.co.in/public/contents/20180404171152_hindustan_aeronautics_limited__prospectus.pdf, https://nsez.gov.in/Resources/Announc/Electorates%20list%20Final-%20Noida%20sez.xlsx",https://www.heavymetalmerchant.com/?srsltid=afmbooox1vqp1karlhotddnyw-6w4mz_n_uog6q6monwnqwnopvhdc5s,80-355-955-732,info@heavymetalmerchant.com
JFR Enterprise, Bangladesh,,"https://www.tradeatlas.com/en/firms/jfr-enterprise/b49bde17017c6aa5, https://hallboothsmith.com/attorney/john-e-hall-jr/, https://www.specialolympicsva.org/about/meet-our-team, https://www.grameenamerica.org/board, https://en.wikipedia.org/wiki/TechnoServe, https://www.nationalgeographic.org/society/our-leadership/, https://www.linkedin.com/in/john-f-callahan-jr-btcm-sw-ret-b3b24323, https://www.flra.gov/decisions/v02/02-118.html, https://www.armyemergencyrelief.org/leadership/, https://en.wikipedia.org/wiki/General_Motors",https://oldweb.lged.gov.bd/districtprojectschemedetailsview.aspx?districtid=38,"255665064 2556, 6 255955059, 3 255954056, 255954078 2559, 255575138, 2840-5190, 255955113, 255855118 2558, 255573012, 255955016 2559, 2243-4760, 1519-1965, 75028 25557503, 255954017 2559, 7048-7605, 1000-1512, 55008 25595406, 75171 25557525, 75159 25557518, 255855006, 55069 25585509, 255955022 2559, 255574126 2555, 255575272 2555, 8 255575269, 2897-3897, 255575010 2555, 1170-1982, 2500-2738, 2874-3854, 255853001, 55074 25595507, 1100-2155, 255954043 2559, 55006 25595527, 255575135 2555, 255852005, 255954011 2559, 255955192 2559, 255665095 2556, 255855044, 255955017 2559, 255574055, 255665101, 255575081 2555, 1000-1734, 1000-2275, 255575289, 2000-2710, 54040 25595407, 15900-2310, 4 255665071, 255954044 2559, 01731862212, 8642-1590, 255575203, 55092 25585507, 255575030, 74095 25557518, 255954062 2559, 4575-5812, 255664090 2556, 0488-6253, 1500-4500, 8421-8921, 255575219 2555, 1200-1800, 4 255855089, 255663017, 255575284, 255954046 2559, 1708-2735, 23100-2392, 255574005 2555, 255665033, 255574121 2555, 1000-2000, 255663015, 1035-1572, 2656-2996, 255575172 2555, 255575282, 255574115 2558, 255575022, 255855016 2558, 255575040 2555, 255954020 2559, 255574052 2555, 255855256, 75151 25557524, 255665093 2556, 2500-3750, 255664054 2556, 255664077 2556, 1663-3005, 255575021 2555, 255665150 2556, 64073 25566408, 1500-2284, 255664086, 255855060 2558, 6 255955157, 7 255574084, 255575181, 255574087, 255572004, 255664018 2556, 1000-3600, 64004 25566504, 65173 25566521, 1522-3642, 255954003 2559, 255954073, 255575039 2555, 255664046, 255855193, 1500-2800, 255574117, 255663023, 255574084 2555, 255575016, 1800-2775, 255955298, 255852009, 55013 25585514, 255575166 2555, 255574128 2555, 55107 25585513, 255574102 2555, 255575004, 255663013, 64069 25566520, 255575017 2555, 255955065 2559, 255575103 2555, 1750-3475, 74071 25557409, 255664021 2556, 255574030 2555, 255662005, 255574029 2555, 255855064 2558, 1400-2404, 255665166, 54061 25595405, 74097 25557411, 255954049 2559, 8550-9100, 1500-6200, 255574124, 255575121 2555, 4300-4925, 55184 25595528, 255573010, 255574127, 1351-2000, 54045 25595503, 55150 25595516, 3334-1006, 255664029, 255572001 2555, 255574003, 255575102, 2705243, 255855156 2558, 255574066, 255574032 2555, 255575117, 255574053, 255574058, 64070 25566518, 255575208 2555, 255663022, 255855120, 01700976949, 2335-2600, 55132 25585524, 255853012, 6 255955271, 255662001, 255574046 2555, 255663023 2556, 255574003 2555, 1040-2555, 255575119 2555, 75106 25557515, 255854009 2558, 255954024 2559, 255574040, 1110-1450, 255855081 2558, 2887-3000, 255854017 2558, 255663009, 1500-1900, 55024 25585525, 255574018 2555, 255573009, 1 255575283, 2350-3352, 255575255, 55279 25595403, 255572011 2555, 255954021 2559, 255953014 2559, 255575183, 1150-3580, 2130-3800, 75250 25557526, 255575002 2555, 255575119, 255954068 2559, 255575243 2555, 4905-5905, 255663025, 255575113, 255955187, 3030-5030, 255955215 2559, 255852013, 55228 25595523, 255575158, 55134 25595520, 255573010 2559, 2000-3000, 75222 25557526, 255855017 2558, 255855101 2558, 255855016, 255575287 2555, 255575109, 255855032 2558, 255663006 2556, 255664024 2556, 9323346, 1250-2772, 255575023 2555, 255574067, 74112 25557409, 75272 25557528, 255855109, 75164 25557522, 9379060, 255955204 2559, 8580-1078, 5100-6000, 255955144, 2200-2990, 255953006 2559, 255855003, 255855034 2558, 255664045, 255664025 2556, 255662005 2556, 54065 25595514, 255954008 2559, 255855150 2558, 1000-1400, 255575212 2555, 255855031, 6 255955025, 55050 25595511, 255955262 2559, 75018 25557514, 255575110 2555, 3900-6650, 1000-2500, 64073 25566407, 255954072 2559, 255663012, 255574019, 255955280 2559, 255574032, 255575169, 255955011, 255575184 2555, 255852001, 255575006 2555, 255664019 2556, 255855022 2558, 255663014, 255574052, 255664074 2556, 65180 25566518, 255664026, 55083 25585507, 4 255665187, 1100-2100, 9 255955281, 1639-1916, 255574017, 55122 25557516, 255575225, 4 255575251, 255955164, 255955015 2559, 1850-2290, 1320-2000, 2800-3500, 5700-6324, 2555-4575, 74031 25557405, 1000-2580, 255954013 2559, 255575077, 255662007, 255853002, 65183 25566518, 55087 25585524, 255664044, 255575020 2555, 255853004 2558",
KCS CASH CARRY LIMITED, United Kingdom,https://uk.linkedin.com/company/hancocks---cash-&-carry-chain-and-online-confectionery-wholesaler,"https://in.linkedin.com/company/akcjventures, https://uk.linkedin.com/in/chander-singh-17a1851a2, https://uk.linkedin.com/in/kiransingh95, https://find-and-update.company-information.service.gov.uk/company/07154836/officers, https://uk.linkedin.com/in/freddy-lydford-36888a60, https://rocketreach.co/chander-singh-email_228290265, https://uk.linkedin.com/in/ifthakhar-hussain-327b0b270, https://www.tradeatlas.com/en/firms/kcs-cash-carry-ltd/ef45967f2415d363, https://www.ukad.org.uk/sites/default/files/2024-12/UKAD%202023-24%20Annual%20Report.pdf, https://www.sec.gov/Archives/edgar/data/16875/000119312521289901/d877235df4.htm, https://www.wicourts.gov/publications/fees/docs/bondsched22.pdf",https://www.kcs.co.uk/terms-and-conditions,"0808 281 9940, 41000917, 0808 281 9440, 01702231",customerexperience@kcs.co.uk
